Cost_scaling_factor_global,Update_frequency_global,Publish_frequency_global,Transform_tolerance_global,Combination_method_global,Cost_scaling_factor_local,Inflation_radius_local,Update_frequency_local,Publish_frequency_local,Combination_method_local,Transform_tolerance_local,Path_distance_bias,Goal_distance_bias,Occdist_scale,Stop_time_buffer,yaw_goal_tolerance,xy_goal_tolerance,min_vel_x,DWA_failed,DWA_new_plan,recovery_executed,Error_rotating_goal,RNS,Traveled_distance,Mission_time,Battery_percentage,Mission_success
16,6,15,3.35,1,24,0.54,11,11,0,4.99,35.28,23.35,0.3,0.06,0.24,0.16,-0.29,0,384,0,0,1,11.01,85.38,87.81,1
26,2,8,3.47,0,28,0.34,15,6,0,3.43,31.07,35.01,0.18,0.07,0.11,0.08,-0.03,770,791,10,0,0,0.84,92.66,95.7,0
11,20,18,4.44,1,6,0.6,18,1,1,0.87,6.87,11.02,0.31,0.09,0.25,0.2,-0.28,0,1786,9,0,0.6,26.47,423.23,35.28,0
22,15,2,2.5,0,28,0.38,14,12,1,3.9,46.83,7.1,0.11,0.04,0.1,0.02,-0.17,0,2076,10,0,0.6,28.31,486.98,25,0
10,18,17,3.63,1,3,0.7,18,17,0,1.51,31.83,37.89,0.27,0.08,0.16,0.17,-0.19,8,493,2,157,0.8,10.15,91.92,88.8,0
2,10,7,2.53,0,4,0.47,1,7,1,1.24,31.02,32.32,0.36,0.06,0.07,0.09,0,771,799,10,0,0,0.77,94.16,95.5,0
13,4,17,3.86,1,6,0.62,6,14,0,1.91,16.44,35.12,0.46,0.05,0.15,0.14,-0.09,1006,1083,12,0,0,2.5,128.32,92.94,0
8,6,6,1.62,0,27,0.9,9,12,1,4.78,32.43,36.59,0.34,0.02,0.12,0.02,-0.07,784,956,11,0,0,3.56,130.85,89.98,0
14,13,15,1.83,1,25,0.86,10,11,0,1.7,11.67,8.86,0.47,0.08,0.21,0.14,-0.19,0,374,0,0,1,10.66,83.36,88.22,1
14,14,4,4.28,1,10,0.95,5,6,1,2.9,7.21,5.32,0.36,0.05,0.14,0.01,-0.26,0,2277,11,0,0.2,32.82,536.68,17.29,0
10,1,8,4.39,0,29,0.59,13,4,0,4.72,28.47,20.23,0.19,0.05,0.17,0.19,-0.12,0,342,0,0,1,9.92,77.15,89,1
30,18,5,2.72,1,10,0.72,11,2,0,2.59,15.16,7.44,0.11,0.04,0.11,0.01,-0.06,617,955,9,0,0.2,5.75,147.31,85.64,0
2,1,12,4.61,1,22,0.25,19,12,0,1.11,9.08,18.58,0.25,0.03,0.08,0.12,-0.16,0,648,1,0,1,14.51,144.49,78.94,1
13,2,10,4.35,0,1,0.6,14,18,0,0.11,36.87,23.35,0.2,0.04,0.09,0.17,-0.17,2,447,0,6,1,11.41,97.47,86.97,1
26,8,9,3.31,0,4,0.19,9,12,1,1.66,24.83,27.18,0.32,0.05,0.06,0.04,-0.02,773,805,10,0,0,1.22,95.28,95.5,0
2,8,11,1.07,0,9,0.65,16,6,0,1.57,39.3,29.99,0.18,0.05,0.21,0.2,-0.06,935,961,11,0,0,0.88,110.68,94.72,0
25,15,2,3.18,1,9,0.21,10,10,0,3.68,26.28,34.18,0.41,0.03,0.28,0.06,-0.17,0,1604,9,0,0.8,29.17,386.27,40.97,0
12,2,9,4.02,1,10,0.58,12,12,1,0.27,6.19,34.2,0.21,0.05,0.23,0.03,-0.16,4,1275,5,0,0.8,23.51,294.82,55,0
19,17,12,2.77,0,19,0.2,18,15,1,4.67,36.98,32.52,0.13,0.03,0.08,0.14,-0.3,0,553,2,170,0.8,10.68,102.86,86.96,0
25,16,9,0.71,1,15,0.48,7,18,0,1.31,33.52,7.63,0.05,0.04,0.21,0.1,-0.04,771,801,10,0,0,1.04,94.46,95.5,0
28,2,9,4.66,0,25,0.51,11,7,0,0.29,19.1,5.94,0.09,0.06,0.12,0.13,-0.06,1120,1150,11,0,0,0.99,129.81,93.92,0
21,20,15,4.41,0,15,0.23,19,9,1,1.41,37.35,38.17,0.2,0.06,0.27,0.03,-0.04,771,794,10,0,0,0.84,93.05,95.5,0
1,19,4,2.94,0,7,0.78,1,18,1,4.5,40.89,35.1,0.09,0.09,0.26,0.02,-0.23,10,741,2,156,0.8,14.31,141.11,80.91,0
16,1,20,0.68,0,5,0.96,8,15,0,1.85,6,35.06,0.09,0.02,0.27,0.19,-0.06,839,864,10,0,0,1.03,100.58,95.11,0
8,16,18,0.25,0,19,0.85,2,18,1,2.41,27.65,33.76,0.43,0.1,0.24,0.18,-0.03,762,786,10,0,0,0.87,93.25,95.5,0
30,8,14,3.03,1,25,0.87,17,2,0,1.72,16.73,34.39,0.18,0.05,0.18,0.12,-0.16,0,712,3,155,0.8,13.39,142.31,80.91,0
3,7,17,1.78,1,1,0.89,14,20,1,1.82,42.82,27.12,0.17,0.06,0.21,0.16,-0.29,297,702,4,155,0.6,8.6,105.18,89.98,0
25,14,1,1.76,1,14,0.27,20,2,0,4.2,16.89,31.87,0.22,0.03,0.09,0.16,-0.28,1,598,0,10,1,13.78,127.2,81.76,1
29,11,7,4.39,0,10,0.45,4,1,0,2.76,17.75,23.92,0.29,0.06,0.05,0.14,-0.28,0,1507,7,156,0.6,18.09,327.16,55.66,0
19,1,10,2.32,0,11,0.62,10,2,1,3.95,32.1,24.32,0.16,0.04,0.09,0.17,-0.27,4,384,0,0,1,10.22,85.25,87.91,1
20,19,3,2.32,0,6,0.24,16,13,0,0.4,16.09,13.41,0.32,0.1,0.19,0.12,-0.01,771,797,10,0,0,0.85,93.65,95.5,0
13,9,10,3.28,1,23,0.99,14,7,1,4.52,18.13,13.53,0.13,0.08,0.16,0.2,-0.13,0,295,0,0,1,9.26,67.54,90.8,1
18,18,19,1.1,0,24,0.13,11,6,0,4.16,46.39,12.91,0.41,0.07,0.22,0.13,-0.13,0,1366,4,0,0.6,22.32,307.26,53,0
14,4,20,0.56,1,28,0.44,7,20,1,2.24,48.1,39.73,0.07,0.04,0.2,0.18,-0.09,618,659,8,0,0.2,1.44,81.5,95.5,0
13,13,4,3.76,1,21,0.75,5,12,0,3.92,26.98,6.31,0.22,0.09,0.17,0.16,-0.19,0,624,1,0,1,13.02,140.15,79.33,1
3,9,2,1.33,0,12,0.16,11,1,1,1.62,22.73,7.34,0.24,0.07,0.09,0.02,-0.27,0,4695,26,0,0.2,61.75,1114.11,11.33,0
18,17,7,1.56,1,1,0.79,13,9,1,4.12,11.89,23.98,0.06,0.02,0.19,0.02,-0.1,778,1567,13,0,0.2,17.59,295.44,64.14,0
21,14,17,2.01,0,8,0.35,9,17,1,0.51,18.78,23.01,0.1,0.04,0.28,0.03,-0.16,33,775,2,0,0.8,15.69,174.45,74.72,0
16,10,12,2.51,0,23,0.43,14,10,1,0.21,42.03,11.39,0.37,0.04,0.18,0.07,-0.08,155,486,2,0,0.8,9.01,103.36,86.84,0
29,6,14,3.93,1,27,0.69,5,14,0,0.63,20.14,29.42,0.4,0.04,0.1,0.12,-0.02,310,520,4,0,0.6,6.22,107.5,87.91,0
6,3,14,0.94,1,20,0.93,16,17,1,2.48,41.99,14.28,0.29,0.02,0.14,0.11,-0.17,0,871,2,0,1,16.74,196.14,70.65,1
8,5,8,3.97,0,15,0.67,12,6,0,0.77,12.05,32.68,0.26,0.05,0.23,0.13,-0.02,926,960,12,0,0,1.13,111.25,94.72,0
11,7,18,0.52,1,19,0.64,5,10,0,3,11.64,13,0.06,0.01,0.17,0.18,-0.3,0,328,0,12,1,10.26,73.05,89.78,1
3,12,5,4.05,1,10,0.77,14,13,0,2.85,22.42,28.1,0.41,0.05,0.16,0.19,-0.01,771,800,10,0,0,0.95,94.26,95.5,0
21,20,6,3.11,1,29,0.79,11,6,0,4.63,36.48,32.59,0.5,0.03,0.23,0.16,-0.23,0,481,0,0,1,11.86,104.77,84.85,1
21,18,2,3.58,0,11,0.59,19,13,0,3.52,43.23,36.44,0.06,0.03,0.1,0.14,-0.13,2,608,2,171,0.8,11.19,113.78,85.56,0
19,2,9,4,0,5,0.21,10,13,0,4.11,37.38,26.46,0.3,0.07,0.12,0.02,0,771,796,10,0,0,0.86,93.67,95.5,0
21,7,2,4.76,0,22,0.27,20,9,1,3.53,21.83,17.84,0.17,0.09,0.09,0.19,-0.22,1,657,0,9,1,14.01,139.29,79.62,1
25,5,14,3.22,0,13,0.58,18,3,0,4.71,49.79,34.97,0.06,0.07,0.08,0.11,-0.07,774,794,10,0,0,0.79,92.85,95.7,0
23,14,3,3.95,0,29,0.13,1,2,0,0.4,40.03,11.65,0.24,0.05,0.05,0.06,-0.15,0,1890,10,155,0.2,21.52,422.56,39.97,0
29,1,15,4.24,0,3,0.26,20,1,0,0.75,29.53,39.92,0.24,0.07,0.3,0.03,-0.15,18,639,2,155,0.8,12.23,120.2,84.46,0
5,12,9,4.91,1,2,0.4,9,14,1,2.85,44.01,18.04,0.08,0.02,0.08,0.06,-0.24,0,549,2,155,0.8,11.07,103.38,86.96,0
15,5,1,3.61,1,15,0.76,11,11,1,4.7,45.08,28.05,0.22,0.1,0.13,0.07,-0.17,0,857,3,0,0.8,16.97,199.39,69.9,0
19,17,17,3.17,0,19,0.54,20,18,0,4.21,43.02,21.72,0.05,0.02,0.3,0.14,-0.25,16,525,2,161,0.8,10.13,96.96,88.8,0
14,14,19,2.68,0,2,0.35,10,3,0,3.13,29.95,24.49,0.37,0.03,0.17,0.06,-0.15,5,1084,3,0,0.8,18.39,244.45,29.64,0
10,10,9,2.96,1,12,0.93,16,15,1,4.89,21.48,31.91,0.38,0.06,0.11,0.16,-0.01,771,799,10,0,0,0.92,94.05,95.5,0
12,16,12,0.51,0,18,0.63,2,1,1,2.9,17.68,37.45,0.49,0.09,0.15,0.11,-0.27,0,630,1,0,1,14.98,141.22,78.99,1
30,10,20,1.13,1,30,0.42,3,9,1,0.76,8.46,12.23,0.45,0.05,0.08,0.13,-0.22,0,805,1,0,1,16.04,175.61,74.22,1
6,16,14,3.35,1,12,0.4,2,1,0,0.27,25.06,15.93,0.09,0.03,0.25,0.06,-0.03,155,607,4,154,0.6,9.69,100.37,89,0
29,18,3,2.81,1,8,0.97,19,15,0,2.12,28.6,22.93,0.12,0.04,0.07,0.05,-0.13,160,648,2,0,0.8,11.84,123.3,83.86,0
2,20,9,4.01,1,1,0.66,1,4,1,4.69,34.95,23.56,0.32,0.04,0.3,0.03,-0.13,11,627,2,155,0.8,12.3,118.28,84.65,0
10,11,17,3.61,1,22,0.2,14,19,0,2.38,41.35,8.63,0.34,0.02,0.26,0.17,-0.13,0,636,2,0,1,12.58,148.58,77.95,1
12,7,4,1.76,1,7,0.65,1,15,0,4.51,24.25,13.72,0.24,0.05,0.11,0.19,-0.21,0,358,0,0,1,10.31,80.15,88.79,1
26,1,17,4.43,0,12,0.43,18,14,0,4.77,24.13,22.9,0.45,0.05,0.2,0.08,-0.17,0,941,2,0,1,18.8,209.71,68.28,1
11,15,5,1.81,1,6,0.24,5,8,1,4.81,36.12,18.97,0.26,0.07,0.26,0.17,-0.23,0,588,1,0,1,13.4,132.47,80.52,1
19,19,16,4.97,0,2,0.48,20,14,0,1.94,34.98,34.71,0.2,0.1,0.12,0.19,-0.13,13,818,5,310,0.6,12.05,148.21,81.89,0
11,6,3,3.53,1,17,0.2,15,19,1,2.42,12.83,29.69,0.09,0.09,0.2,0.08,-0.03,771,793,10,0,0,0.85,92.86,95.5,0
13,20,5,2.9,0,9,0.95,4,14,0,3.57,13.54,27.46,0.24,0.02,0.07,0.07,-0.12,0,1534,5,0,0.6,27.89,347.75,46.99,0
23,4,1,1.46,1,8,0.26,13,15,0,3.37,23.12,24.8,0.2,0.06,0.08,0.18,-0.08,615,1067,8,165,0.4,9.1,150.58,40.52,0
17,17,18,2.86,0,23,0.7,6,10,0,3.36,38.71,36.43,0.43,0.07,0.11,0.08,-0.22,0,797,2,155,0.8,14.73,153.03,78.99,0
24,1,6,3.99,0,24,0.37,4,3,1,2.41,23.09,19.84,0.33,0.03,0.18,0.04,-0.28,0,1134,5,310,0.6,17,211.95,71.83,0
24,7,4,3.66,1,24,0.69,19,3,0,1.41,37.81,19.95,0.24,0.03,0.22,0.08,-0.26,0,725,2,0,0.8,15.1,166.55,75,0
19,8,13,4.14,1,15,0.91,5,4,0,3.45,34.87,32.77,0.26,0.08,0.12,0.17,-0.25,0,357,0,0,1,10.05,80.24,88.6,1
26,1,5,1.54,1,1,0.66,20,7,0,1.8,32.43,17.72,0.44,0.06,0.07,0.02,-0.29,9,2129,10,152,0.6,29.37,477.37,28.83,0
25,9,10,3.28,0,9,0.34,16,18,0,2.09,8.06,26.52,0.23,0.08,0.28,0.09,-0.28,7,864,2,156,0.8,15.82,166.24,77.36,0
25,11,9,1.49,1,15,0.22,2,12,0,1.63,20.72,36.35,0.29,0.09,0.16,0.07,-0.19,0,1028,1,0,1,20.14,220.35,66.7,1
1,12,6,4.3,0,16,0.74,3,10,0,3.54,40.48,39.58,0.35,0.06,0.27,0.17,-0.1,618,825,7,3,0.4,5.63,114.42,90.77,0
23,13,6,2.01,0,26,0.34,5,11,1,0.51,18,37.28,0.16,0.05,0.11,0.02,-0.24,1,1005,5,155,0.6,18.53,214.15,69.86,0
14,2,12,2.28,0,18,0.9,2,19,0,4.28,6.44,33.72,0.29,0.09,0.19,0.18,-0.11,0,711,3,154,0.8,12.87,142.62,80.91,0
10,2,7,2.64,1,28,0.58,5,13,0,4.32,24.07,29.43,0.15,0.03,0.14,0.12,-0.02,156,446,2,0,0.8,9.78,82.85,89.98,0
6,19,12,4.7,1,28,0.85,5,2,1,0.36,18.31,14.26,0.15,0.05,0.16,0.18,-0.09,0,325,0,1,1,10.31,73.44,89.93,1
18,13,15,2.3,0,4,0.85,7,1,1,4.57,42.5,32.55,0.33,0.05,0.1,0.1,-0.25,0,589,2,154,0.8,11.86,111.78,85.64,0
11,8,3,1.5,0,26,0.24,9,9,1,1.58,33.88,16.12,0.42,0.05,0.24,0.06,-0.17,0,1090,4,0,0.6,19.71,252.08,61.79,0
29,9,9,0.91,0,26,0.81,4,1,0,0.16,6.84,30.59,0.33,0.07,0.11,0.01,-0.1,771,793,10,0,0,0.82,92.86,95.5,0
25,3,12,2.59,1,13,0.68,6,15,1,2.88,14.43,15.86,0.15,0.03,0.09,0.07,-0.12,1,760,3,155,0.8,13.33,152.5,79.33,0
9,4,9,1.1,0,12,0.21,11,16,1,2.02,5.44,8.6,0.25,0.07,0.2,0.19,-0.02,770,793,10,0,0,0.83,92.95,95.5,0
27,20,17,0.46,0,3,0.44,3,11,1,1.78,43.28,15.38,0.25,0.01,0.12,0.03,-0.29,12,1187,6,309,0.4,16.59,229.16,69.47,0
3,11,13,4.99,0,6,0.57,12,3,0,1.43,24.1,37.28,0.17,0.01,0.1,0.17,-0.08,616,752,7,1,0.4,4.58,102.98,92.35,0
3,15,6,4.35,1,30,0.76,10,14,0,1.04,40.99,24.85,0.12,0.06,0.15,0.04,-0.16,0,838,3,0,0.8,16.94,195.68,70.95,0
17,3,6,4.01,1,18,0.21,8,7,1,4.61,26.96,31.83,0.23,0.08,0.1,0.05,-0.06,332,566,4,0,0.6,6.89,101.77,89,0
26,1,2,2.91,1,5,0.22,20,17,0,3.88,20.63,6.14,0.14,0.05,0.23,0.02,-0.28,0,2051,13,155,0.2,27.27,474.08,28.93,0
30,4,16,0.69,1,12,0.42,17,4,0,4.83,12.05,12.97,0.32,0.01,0.13,0.17,-0.23,0,1121,2,0,1,21.2,245.3,62.86,1
20,2,1,2.38,0,29,0.98,7,13,1,2.04,8.22,27.91,0.16,0.09,0.14,0.08,-0.18,0,726,1,0,1,15.88,160.54,76,1
18,6,1,2.36,1,10,0.21,10,16,0,3.46,27.42,19.55,0.14,0.06,0.11,0.19,-0.23,0,483,2,155,0.8,9.94,90.26,89,0
8,4,20,4.47,1,26,0.65,10,10,0,3.43,37.12,27.16,0.46,0.07,0.17,0.03,-0.19,0,1163,4,0,0.8,22.99,266.17,59.6,0
